field,parent_type,file,routine,access,via,n_refs,first_line,lines,callee,arg_evidence
HS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,read,alias:HP,20,439,439;452;453;454;455;456;458;459;468;469;470;471;473;474;483;484;485;486;488;489,,
HS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_CHECK_RESIDUALS,ptr_target,ptr,1,720,720,,
HS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_CHECK_RESIDUALS,read,alias:HP,4,736,736;737;738;761,,
HS,MESH_TYPE,pres.f90,PRES::COMPUTE_VELOCITY_ERROR,read,ptr,6,893,893;895;897;899;901;903,,
HS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,ptr_target,ptr,1,1886,1886,,
HS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,write,alias:HP,22,1892,1892;1905;1918;1924;1944;1946;1948;1950;1952;1954;1965;1967;1969;1971;1973;1975;1980;1982;1984;1986;1988;1990,,
HS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,read,alias:HP,19,1924,1924;1944;1946;1948;1950;1952;1954;1965;1967;1969;1971;1973;1975;1980;1982;1984;1986;1988;1990,,
HS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,arg_readwrite,alias:HP,1,1996,1996,GET_H_GUARD_CUTCELL,GET_H_GUARD_CUTCELL(HP): INTENT(INOUT) ccib.f90:512
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::SAVE_HS_FOR_SETUP,inquiry,MESHES,3,3269,3269;3270;3271,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::SAVE_HS_FOR_SETUP,read,MESHES,1,3272,3272,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::RESTORE_HS_AFTER_SETUP,write,MESHES,1,3281,3281,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,ptr_target,ptr,1,3568,3568,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,write,alias:HP,19,3577,3577;3598;3600;3602;3604;3606;3608;3621;3623;3625;3627;3629;3631;3636;3638;3640;3642;3644;3646,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,arg_readwrite,alias:HP,1,3581,3581,GET_CUTCELL_HP,GET_CUTCELL_HP(HP): INTENT(INOUT) ccib.f90:20482
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,read,alias:HP,18,3598,3598;3600;3602;3604;3606;3608;3621;3623;3625;3627;3629;3631;3636;3638;3640;3642;3644;3646,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_H_OMESH_TO_MESH,read,ptr,3,4185,4185;4195;4196,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_H_OMESH_TO_MESH,write,ptr,1,4196,4196,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_H_OMESH_TO_MESH,arg_readwrite,ptr,1,4200,4200,GET_H_GUARD_CUTCELL,GET_H_GUARD_CUTCELL(HP): INTENT(INOUT) ccib.f90:512
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_HS_IN_CCVAR,write,ptr,1,4268,4268,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_CCVAR_IN_HS,write,ptr,3,4350,4350;4355;4359,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,ptr_target,ptr,1,5911,5911,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,arg_read,alias:HP,2,5929,5929;5986,UNSTRUCTURED_POISSON_RESIDUAL,UNSTRUCTURED_POISSON_RESIDUAL(HP): INTENT(IN) ccib.f90:1321
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,arg_read,alias:HP,2,5933,5933;5990,UNSTRUCTURED_POISSON_RESIDUAL_RC,UNSTRUCTURED_POISSON_RESIDUAL_RC(HP): INTENT(IN) ccib.f90:1076
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,read,alias:HP,5,5955,5955;5956;5957;5958;5972,,
HS,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,arg_read,alias:HP,1,5974,5974,COMPUTE_LINKED_CUTFACE_BAROCLINIC,COMPUTE_LINKED_CUTFACE_BAROCLINIC(HP): INTENT(IN) ccib.f90:1860
HS,MESH_TYPE,turb.f90,TURBULENCE::NS_ANALYTICAL_SOLUTION,write,ptr,1,136,136,,
HS,MESH_TYPE,turb.f90,MANUFACTURED_SOLUTIONS::SHUNN_MMS_3,write,ptr,1,3403,3403,,
HS,MESH_TYPE,velo.f90,VELO::VELOCITY_FLUX::PATCH_VELOCITY_FLUX,ptr_target,ptr,1,1076,1076,,
HS,MESH_TYPE,velo.f90,VELO::VELOCITY_FLUX::PATCH_VELOCITY_FLUX,read,alias:HP,3,1124,1124;1158;1191,,
HS,MESH_TYPE,velo.f90,VELO::NO_FLUX,ptr_target,ptr,1,1371,1371,,
HS,MESH_TYPE,velo.f90,VELO::NO_FLUX,write,alias:HP,1,1399,1399,,
HS,MESH_TYPE,velo.f90,VELO::NO_FLUX,read,alias:HP,9,1419,1419;1436;1453;1503;1510;1517;1524;1531;1538,,
HS,MESH_TYPE,velo.f90,VELO::VELOCITY_CORRECTOR,read,ptr,3,1727,1727;1737;1747,,
HS,MESH_TYPE,velo.f90,VELO::BAROCLINIC_CORRECTION,ptr_target,ptr,1,3247,3247,,
HS,MESH_TYPE,velo.f90,VELO::BAROCLINIC_CORRECTION,read,alias:HP,1,3257,3257,,
HS,OMESH_TYPE,ccib.f90,CC_SCALARS::GET_H_GUARD_CUTCELL,read,OM,1,612,612,,
HS,OMESH_TYPE,ccib.f90,CC_SCALARS::GET_PRES_CFACE_BCS,read,OMESH,6,2352,2352;2382;2412;2442;2472;2502,,
HS,OMESH_TYPE,ccib.f90,CC_SCALARS::CC_COMPUTE_VELOCITY_ERROR,read,OM,12,15980,15980;15991;16011;16022;16042;16053;16073;16084;16104;16115;16135;16146,,
HS,OMESH_TYPE,ccib.f90,CC_SCALARS::COPY_CC_MUNKH_TO_UNKH,write,OM,1,22922,22922,,
HS,OMESH_TYPE,main.f90,FDS::INITIALIZE_MESH_EXCHANGE_1,alloc,OM,1,2214,2214,,
HS,OMESH_TYPE,main.f90,FDS::INITIALIZE_MESH_EXCHANGE_1,write,OM,1,2216,2216,,
HS,OMESH_TYPE,main.f90,FDS::MESH_EXCHANGE,ptr_target,M2,4,3388,3388;3447;3745;3794,,
HS,OMESH_TYPE,main.f90,FDS::MESH_EXCHANGE,write,alias:HP2,3,3393,3393;3451;3802,,
HS,OMESH_TYPE,main.f90,FDS::MESH_EXCHANGE,write,alias:HP,12,3750,3750;3751;3753;3754;3756;3757;3759;3760;3762;3763;3765;3766,,
HS,OMESH_TYPE,pres.f90,PRES::COMPUTE_VELOCITY_ERROR,read,OM,6,984,984;993;1002;1011;1020;1029,,
HS,OMESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_H_OMESH_TO_MESH,read,OM,1,4183,4183,,
HS,OMESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_HS_IN_CCVAR,inquiry,OMESH,10,4222,4222;4226;4227;4228;4233;4234;4235;4240;4241;4242,,
HS,OMESH_TYPE,pres.f90,GLOBMAT_SOLVER::COPY_HS_IN_CCVAR,read,OMESH,3,4247,4247;4249;4251,,
HS,OMESH_TYPE,velo.f90,VELO::NO_FLUX,ptr_target,OMESH,1,1384,1384,,
HS,OMESH_TYPE,velo.f90,VELO::NO_FLUX,read,alias:OM_HP,1,1394,1394,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_RHSLHS_POISSON_RC,read,ptr,3,1156,1156;1207;1258,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_LHS_CUTCELL,read,ptr,9,1538,1538;1546;1551;1561;1566;1576;1581;1612;1617,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_CUTFACE_BAROCLINIC_TORQUE,read,ptr,2,1793,1793;1797,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_RCFACE_BAROCLINIC_TORQUE,read,ptr,2,1844,1844;1845,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_PRES_CFACE_BCS,read,ptr,6,2548,2548;2555;2562;2569;2576;2583,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::CC_COMPUTE_KRES,write,ptr,1,3728,3728,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::MESH_CC_EXCHANGE,read,M,4,4221,4221;4241;4425;4445,,
KRES,MESH_TYPE,ccib.f90,CC_SCALARS::GET_PRES_CFACE,read,ptr,1,6799,6799,,
KRES,MESH_TYPE,dump.f90,DUMP::GAS_PHASE_OUTPUT,read,ptr,8,8712,8712;8898;9294;9779;9846;9989;9993;10026,,
KRES,MESH_TYPE,dump.f90,DUMP::SOLID_PHASE_OUTPUT,read,ptr,8,10265,10265;10645;10653;10659;10665;10671;10677;10683,,
KRES,MESH_TYPE,dump.f90,DUMP::DUMP_ROTCUBE_MMS,read,ptr,3,13010,13010;13019;13083,,
KRES,MESH_TYPE,fire.f90,FIRE::COMBUSTION_GENERAL_LOAD_BALANCED,read,ptr,4,127,127;161;258;281,,
KRES,MESH_TYPE,fire.f90,FIRE::DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES,read,ptr,2,613,613;635,,
KRES,MESH_TYPE,hvac.f90,HVAC_ROUTINES::HVAC_BC_IN::INITIALIZE_HVAC,read,ptr,1,2458,2458,,
KRES,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_1,alloc,M,1,558,558,,
KRES,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_1,write,M,1,789,789,,
KRES,MESH_TYPE,main.f90,FDS::MESH_EXCHANGE,read,M,2,3325,3325;3343,,
KRES,MESH_TYPE,mesh.f90,MESH_POINTERS::POINT_TO_MESH,ptr_target,M,1,524,524,,
KRES,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_COMPUTE_RHS,read,ptr,6,188,188;194;200;206;212;218,,
KRES,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_CHECK_RESIDUALS,read,ptr,4,761,761;781;782;783,,
KRES,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,read,ptr,1,1842,1842,,
KRES,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,read,ptr,1,3509,3509,,
KRES,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::PRESSURE_SOLVER_CHECK_RESIDUALS_U,read,ptr,5,5972,5972;6017;6018;6019;6020,,
KRES,MESH_TYPE,radi.f90,RAD::COMPUTE_RADIATION::RADIATION_FVM,read,ptr,1,4065,4065,,
KRES,MESH_TYPE,turb.f90,TURBULENCE::NS_ANALYTICAL_SOLUTION,write,ptr,1,148,148,,
KRES,MESH_TYPE,velo.f90,VELO::COMPUTE_VISCOSITY,write,ptr,14,291,291;360;389;390;391;392;393;394;395;396;397;398;399;400,,
KRES,MESH_TYPE,velo.f90,VELO::COMPUTE_VISCOSITY,read,ptr,13,360,360;389;390;391;392;393;394;395;396;397;398;399;400,,
KRES,MESH_TYPE,velo.f90,VELO::VISCOSITY_BC,write,ptr,1,544,544,,
KRES,MESH_TYPE,velo.f90,VELO::BAROCLINIC_CORRECTION,read,ptr,1,3257,3257,,
KRES,MESH_TYPE,wall.f90,WALL_ROUTINES::PYROLYSIS,read,ptr,1,3373,3373,,
KRES,OMESH_TYPE,main.f90,FDS::INITIALIZE_MESH_EXCHANGE_1,alloc,OM,1,2243,2243,,
KRES,OMESH_TYPE,main.f90,FDS::INITIALIZE_MESH_EXCHANGE_1,write,OM,1,2244,2244,,
KRES,OMESH_TYPE,main.f90,FDS::MESH_EXCHANGE,write,M2,2,3343,3343;3727,,
KRES,OMESH_TYPE,velo.f90,VELO::VISCOSITY_BC,read,OMESH,1,530,530,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_H_GUARD_CUTCELL,read,ptr,1,532,532,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_FH_FROM_PRHS_AND_BCS,read,ptr,3,2091,2091;2122;2149,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_CUTCELL_DDDT,read,ptr,2,2630,2630;2665,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::ADD_Q_DOT_CUTCELLS,read,ptr,1,5962,5962,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DENSITY,read,ptr,4,11779,11779;11803;11846;11864,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::CC_CHECK_DIVERGENCE,read,ptr,1,16362,16362,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_CUTCELL_HP,read,ptr,2,20492,20492;20505,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_CUTCELL_FH,read,ptr,1,20533,20533,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_H_MATRIX_CC,read,ptr,3,20586,20586;20637;20780,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::GET_CC_MATRIXGRAPH_H,read,ptr,5,20908,20908;20940;21011;21052;21096,,
PRESSURE_ZONE,MESH_TYPE,ccib.f90,CC_SCALARS::NUMBER_UNKH_CUTCELLS,read,ptr,2,22847,22847;22854,,
PRESSURE_ZONE,MESH_TYPE,divg.f90,DIVG::DIVERGENCE_PART_1,read,ptr,2,611,611;735,,
PRESSURE_ZONE,MESH_TYPE,divg.f90,DIVG::MERGE_PRESSURE_ZONES,read,ptr,2,1306,1306;1307,,
PRESSURE_ZONE,MESH_TYPE,divg.f90,DIVG::DIVERGENCE_PART_2,read,ptr,1,1528,1528,,
PRESSURE_ZONE,MESH_TYPE,dump.f90,DUMP::GAS_PHASE_OUTPUT,read,ptr,11,8711,8711;8786;8844;8950;8951;9137;9785;9796;9846;9989;10026,,
PRESSURE_ZONE,MESH_TYPE,dump.f90,DUMP::UPDATE_HRR,read,ptr,1,11672,11672,,
PRESSURE_ZONE,MESH_TYPE,fire.f90,FIRE::COMBUSTION_GENERAL_LOAD_BALANCED,read,ptr,4,127,127;161;258;281,,
PRESSURE_ZONE,MESH_TYPE,fire.f90,FIRE::DISTRIBUTE_CELLS_ACCROSS_MPI_PROCESSES,read,ptr,2,613,613;635,,
PRESSURE_ZONE,MESH_TYPE,fire.f90,FIRE::CONDENSATION_EVAPORATION,read,ptr,2,1986,1986;2096,,
PRESSURE_ZONE,MESH_TYPE,func.f90,GEOMETRY_FUNCTIONS::ASSIGN_PRESSURE_ZONE,read,M,8,5580,5580;5581;5583;5698;5699;5703;5705;5713,,
PRESSURE_ZONE,MESH_TYPE,func.f90,GEOMETRY_FUNCTIONS::ASSIGN_PRESSURE_ZONE,write,M,2,5586,5586;5714,,
PRESSURE_ZONE,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_1,alloc,M,1,586,586,,
PRESSURE_ZONE,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_1,write,M,1,586,586,,
PRESSURE_ZONE,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_2,read,M,3,1064,1064;1087;1127,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::MPI_INITIALIZATION_CHORES,inquiry,M4,1,1354,1354,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::MPI_INITIALIZATION_CHORES,alloc,M4,1,1355,1355,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::MPI_INITIALIZATION_CHORES,write,M4,1,1356,1356,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::INITIALIZE_PRESSURE_ZONES,write,M,4,2623,2623;2691;2768;2815,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::INITIALIZE_PRESSURE_ZONES,read,M,5,2668,2668;2691;2695;2756;2815,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,arg_readwrite,M,1,2853,2853,MPI_BCAST,MPI rule
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,inquiry,M,1,2853,2853,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,write,M,14,2879,2879;2913;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926;2927;2928,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,read,M,5,2880,2880;2894;2895;2897;2902,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,read,OM,5,2895,2895;2896;2903;2907;2913,,
PRESSURE_ZONE,MESH_TYPE,main.f90,FDS::ZONE_BOUNDARY_EXCHANGE,arg_read,OM,1,2904,2904,ASSIGN_PRESSURE_ZONE,ASSIGN_PRESSURE_ZONE(I_ZONE): INTENT(IN) func.f90:5561
PRESSURE_ZONE,MESH_TYPE,mass.f90,MASS::DENSITY,read,ptr,2,574,574;756,,
PRESSURE_ZONE,MESH_TYPE,mesh.f90,MESH_POINTERS::POINT_TO_MESH,ptr_target,M,1,628,628,,
PRESSURE_ZONE,MESH_TYPE,part.f90,PART::MOVE_PARTICLES::MOVE_IN_GAS,read,ptr,1,2801,2801,,
PRESSURE_ZONE,MESH_TYPE,part.f90,PART::PARTICLE_MASS_ENERGY_TRANSFER,read,ptr,4,3856,3856;3985;4057;4205,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,read,ptr,4,1329,1329;1341;1355;1367,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,read,ptr,16,1544,1544;1568;1601;1689;1698;1716;1724;1785;1794;1811;1819;1840;1849;1897;1910;1937,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_GET_H_REGFACES,ptr_target,ptr,6,2060,2060;2061;2089;2090;2119;2120,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_GET_H_REGFACES,read,alias:ZM1,3,2062,2062;2091;2121,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_GET_H_REGFACES,read,alias:ZM2,3,2062,2062;2091;2121,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_MATRIXGRAPH_H,read,ptr,5,2186,2186;2194;2202;2247;2370,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_BCS_H_MATRIX,read,ptr,1,2730,2730,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GLMAT_SOLVER,read,ptr,6,3378,3378;3390;3506;3516;3574;3590,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GET_BCS_H_MATRIX,read,ptr,1,4951,4951,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GET_H_MATRIX,read,ptr,2,5094,5094;5148,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GET_MATRIXGRAPH_H_WHLDOM,read,ptr,6,5307,5307;5314;5321;5379;5409;5501,,
PRESSURE_ZONE,MESH_TYPE,pres.f90,GLOBMAT_SOLVER::GET_MATRIX_INDEXES_H,read,ptr,2,5755,5755;5796,,
PRESSURE_ZONE,MESH_TYPE,radi.f90,RAD::COMPUTE_RADIATION::RADIATION_FVM,read,ptr,1,4065,4065,,
PRESSURE_ZONE,MESH_TYPE,soot.f90,SOOT_ROUTINES::SETTLING_VELOCITY,read,ptr,3,67,67;90;112,,
PRESSURE_ZONE,MESH_TYPE,soot.f90,SOOT_ROUTINES::CALC_AGGLOMERATION,read,ptr,1,293,293,,
PRESSURE_ZONE,MESH_TYPE,wall.f90,WALL_ROUTINES::CALC_DEPOSITION,read,ptr,1,1692,1692,,
PRESSURE_ZONE,MESH_TYPE,wall.f90,WALL_ROUTINES::PYROLYSIS,read,ptr,2,3305,3305;3343,,
PRHS,MESH_TYPE,ccib.f90,CC_SCALARS::GET_FH_FROM_PRHS_AND_BCS,read,ptr,1,2096,2096,,
PRHS,MESH_TYPE,init.f90,INIT::INITIALIZE_POISSON_SOLVER,alloc,M,1,2445,2445,,
PRHS,MESH_TYPE,init.f90,INIT::INITIALIZE_POISSON_SOLVER,write,M,1,2458,2458,,
PRHS,MESH_TYPE,mesh.f90,MESH_POINTERS::POINT_TO_MESH,ptr_target,M,1,591,591,,
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_COMPUTE_RHS,write,ptr,5,243,243;257;274;289;304,,
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,arg_readwrite,ptr,3,346,346;354;363,H3CZSS,H3CZSS(F): no INTENT; body-write pois.f90:243
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,arg_readwrite,ptr,4,348,348;365;375;386,H2CZSS,H2CZSS(F): no INTENT; body-write pois.f90:6831
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,arg_readwrite,ptr,1,349,349,H2CYSS,H2CYSS(F): no INTENT; body-write pois.f90:7334
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,arg_readwrite,ptr,3,368,368;373;384,H3CSSS,H3CSSS(F): no INTENT; body-write pois.f90:4976
PRHS,MESH_TYPE,pres.f90,PRES::PRESSURE_SOLVER_FFT,read,ptr,4,397,397;407;417;427,,
PRHS,MESH_TYPE,pres.f90,PRES::TUNNEL_POISSON_SOLVER,write,M,5,534,534;562;563;564;565,,
PRHS,MESH_TYPE,pres.f90,PRES::TUNNEL_POISSON_SOLVER,read,M,8,550,550;551;552;553;562;563;564;565,,
PRHS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,inquiry,M,1,1279,1279,,
PRHS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,dealloc,M,1,1279,1279,,
PRHS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,alloc,M,1,1287,1287,,
PRHS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVER_SETUP,write,M,1,1297,1297,,
PRHS,MESH_TYPE,pres.f90,LOCMAT_SOLVER::ULMAT_SOLVE_ZONE,read,ptr,1,1502,1502,,
P_0,MESH_TYPE,ccib.f90,CC_SCALARS::ADD_LINKEDCELL_D_PBAR_DT,read,ptr,1,673,673,,
P_0,MESH_TYPE,ccib.f90,CC_SCALARS::ADD_CUTCELL_D_PBAR_DT,read,ptr,2,695,695;700,,
P_0,MESH_TYPE,ccib.f90,CC_SCALARS::ADD_LINKEDCELL_PSUM,read,ptr,1,718,718,,
P_0,MESH_TYPE,ccib.f90,CC_SCALARS::ADD_CUTCELL_PSUM,read,ptr,1,738,738,,
P_0,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DENSITY,read,ptr,4,11779,11779;11803;11846;11864,,
P_0,MESH_TYPE,divg.f90,DIVG::DIVERGENCE_PART_2,read,ptr,1,1496,1496,,
P_0,MESH_TYPE,dump.f90,DUMP::INITIALIZE_DIAGNOSTIC_FILE,read,MESHES,1,3195,3195,,
P_0,MESH_TYPE,dump.f90,DUMP::GAS_PHASE_OUTPUT,read,ptr,2,8712,8712;9989,,
P_0,MESH_TYPE,init.f90,INIT::INITIALIZE_ATMOSPHERE,alloc,M,1,449,449,,
P_0,MESH_TYPE,init.f90,INIT::INITIALIZE_ATMOSPHERE,write,M,2,475,475;482,,
P_0,MESH_TYPE,init.f90,INIT::INITIALIZE_ATMOSPHERE,read,M,2,476,476;483,,
P_0,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_1,read,M,1,898,898,,
P_0,MESH_TYPE,init.f90,INIT::INITIALIZE_MESH_VARIABLES_2,read,M,2,1052,1052;1053,,
P_0,MESH_TYPE,init.f90,INIT::TMP_INIT,read,ptr,1,5448,5448,,
P_0,MESH_TYPE,init.f90,INIT::SPEC_INIT,read,ptr,1,5518,5518,,
P_0,MESH_TYPE,mesh.f90,MESH_POINTERS::POINT_TO_MESH,ptr_target,M,1,625,625,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_BAROCLINIC_CORRECTION,ptr_target,ptr,1,1668,1668,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::MESH_CC_EXCHANGE,read,M,4,4221,4221;4241;4420;4440,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::MESH_CC_EXCHANGE::FILL_GCCUTCELL_SPECIES,read,ptr,1,5074,5074,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_COMPUTE_VISCOSITY,ptr_target,ptr,1,5884,5884,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_COMPUTE_VISCOSITY,read,alias:RHOP,1,5925,5925,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::ROTATED_CUBE_VELOCITY_FLUX,ptr_target,ptr,1,6101,6101,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::ROTATED_CUBE_VELOCITY_FLUX,read,alias:RHOP,4,6131,6131;6162;6177;6208,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::ROTATED_CUBE_RHS_ZZ,ptr_target,ptr,1,6430,6430,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_ROTATED_CUBE_RHS_ZZ,ptr_target,ptr,1,6509,6509,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::INIT_CUTCELL_DATA,write,ptr,1,7788,7788,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::INIT_CUTCELL_DATA,read,ptr,2,7799,7799;7848,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DIVERGENCE_PART_1,ptr_target,ptr,1,8373,8373,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DIVERGENCE_PART_1,read,alias:RHOP,3,8520,8520;8560;8662,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DIVERGENCE_PART_1::CCSPECIES_ADVECTION,read,alias:RHOP,18,8989,8989;9005;9026;9042;9062;9078;9104;9117;9130;9180;9234;9286;9405;9413;9422;9430;9439;9447,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DIVERGENCE_PART_1::CCENTHALPY_ADVECTION,read,alias:RHOP,24,9530,9530;9558;9586;9614;9639;9648;9672;9697;9706;9730;9755;9764;9828;9837;9847;9856;9866;9875;9915;9955;9995;10039;10055;10071,,
RHO,MESH_TYPE,ccib.f90,CC_SCALARS::CC_DIFFUSIVE_MASS_FLUXES,ptr_target,ptr,1,11224,11224,,
